time,latitude,longitude,depth,magnitude,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-08T12:26:29.700Z,19.4274998,-155.2896729,0.64,2.28,ml,14,69,0.006644,0.16,hv,hv70248262,2018-06-08T12:32:10.320Z,"5km W of Volcano, Hawaii",earthquake,0.48,0.25,0.25,5,automatic,hv,hv
2018-06-08T12:25:57.890Z,19.3868332,-155.2931671,0.1,2.35,ml,9,88,0.003249,0.14,hv,hv70248257,2018-06-08T12:31:38.000Z,"7km SW of Volcano, Hawaii",earthquake,0.63,0.25,2.65,11,automatic,hv,hv
2018-06-08T12:24:06.530Z,19.4153328,-155.2871704,1.15,2.51,ml,44,27,0.003713,0.22,hv,hv70248252,2018-06-08T12:29:48.350Z,"5km WSW of Volcano, Hawaii",earthquake,0.26,0.13,2.58,26,automatic,hv,hv
2018-06-08T12:23:52.310Z,19.4144993,-155.2736664,2.65,2.52,ml,17,61,0.01034,0.39,hv,hv70248247,2018-06-08T12:29:31.510Z,"4km WSW of Volcano, Hawaii",earthquake,0.87,0.53,2.61,25,automatic,hv,hv
2018-06-08T12:21:39.579Z,59.7511,-141.7376,22.2,1.6,ml,,,,0.83,ak,ak19730406,2018-06-08T12:29:00.985Z,"52km SE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-08T12:20:38.370Z,19.3931675,-155.2565002,-0.33,1.93,ml,8,125,0.009057,0.14,hv,hv70248242,2018-06-08T12:26:18.650Z,"4km SSW of Volcano, Hawaii",earthquake,0.24,0.46,2.89,9,automatic,hv,hv
2018-06-08T12:19:21.890Z,19.4274998,-155.3063354,-1.11,2.2,ml,9,106,0.01572,0.2,hv,hv70248232,2018-06-08T12:25:03.470Z,"7km W of Volcano, Hawaii",earthquake,0.4,0.76,0.39,11,automatic,hv,hv
2018-06-08T12:18:17.100Z,19.4031658,-155.2669983,0.71,2.11,ml,23,57,0.004982,0.23,hv,hv70248227,2018-06-08T12:23:58.250Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.2,0.22,11,automatic,hv,hv
2018-06-08T12:16:37.640Z,38.8904991,-122.8743362,1.69,1.52,md,10,153,0.03194,0.03,nc,nc73027296,2018-06-08T13:27:02.084Z,"10km SSW of Kelseyville, CA",earthquake,0.39,1.14,0.24,3,automatic,nc,nc
2018-06-08T12:14:40.000Z,19.4155006,-155.2664948,1.79,2.37,ml,22,67,0.00711,0.18,hv,hv70248222,2018-06-08T12:20:20.560Z,"3km WSW of Volcano, Hawaii",earthquake,0.39,0.29,0.36,13,automatic,hv,hv
2018-06-08T12:11:49.640Z,19.4179993,-155.2893372,0.69,2.38,ml,28,36,0.002575,0.37,hv,hv70248217,2018-06-08T12:17:30.980Z,"5km WSW of Volcano, Hawaii",earthquake,0.38,0.2,0.34,14,automatic,hv,hv
2018-06-08T12:11:35.680Z,19.4126663,-155.2641602,2.08,2.28,ml,10,138,0.004084,0.13,hv,hv70248212,2018-06-08T12:17:16.350Z,"3km SW of Volcano, Hawaii",earthquake,0.6,0.38,0.44,10,automatic,hv,hv
2018-06-08T12:11:27.980Z,19.4209995,-155.2964935,-1.09,2.32,ml,9,233,0.03092,0.3,hv,hv70248207,2018-06-08T12:17:07.250Z,"6km W of Volcano, Hawaii",earthquake,0.59,0.9,0.37,16,automatic,hv,hv
2018-06-08T12:10:57.962Z,62.5787,-150.743,67.5,1.1,ml,,,,0.49,ak,ak19730401,2018-06-08T12:22:37.703Z,"43km NW of Talkeetna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-06-08T12:10:45.270Z,-16.0445,-175.8909,358.61,4.5,mb,,56,4.506,0.73,us,us1000el6f,2018-06-08T12:32:41.040Z,"229km W of Hihifo, Tonga",earthquake,12.1,7.1,0.046,141,reviewed,us,us
2018-06-08T12:08:21.490Z,19.4226665,-155.2683258,-0.04,2.01,ml,8,110,0.00443,0.17,hv,hv70248197,2018-06-08T12:14:02.930Z,"3km WSW of Volcano, Hawaii",earthquake,0.44,0.6,0.23,11,automatic,hv,hv
2018-06-08T12:05:33.450Z,19.4248333,-155.2638397,0.86,2.77,ml,40,65,0.003268,0.29,hv,hv70248192,2018-06-08T12:11:24.630Z,"2km WSW of Volcano, Hawaii",earthquake,0.41,0.21,2.88,31,automatic,hv,hv
2018-06-08T12:03:30.810Z,-12.9359,45.5112,10,4.9,mb,,52,6.269,0.92,us,us1000el67,2018-06-08T12:22:32.305Z,"29km ESE of Pamandzi, Mayotte",earthquake,8.9,1.9,0.079,51,reviewed,us,us
2018-06-08T12:02:19.440Z,19.4258327,-155.2799988,1.36,1.76,ml,13,77,0.002518,0.22,hv,hv70248177,2018-06-08T12:07:59.450Z,"4km W of Volcano, Hawaii",earthquake,0.38,0.31,0.19,7,automatic,hv,hv
2018-06-08T11:57:02.367Z,62.2653,-151.742,86.5,1.2,ml,,,,0.35,ak,ak19730400,2018-06-08T12:01:34.868Z,"84km W of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2018-06-08T11:56:30.180Z,19.4115009,-155.2793274,0.09,2.09,ml,13,77,0.007605,0.13,hv,hv70248162,2018-06-08T12:02:12.030Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.37,0.15,6,automatic,hv,hv
2018-06-08T11:54:30.013Z,60.0458,-141.643,16,2,ml,,,,0.81,ak,ak19730397,2018-06-08T11:58:48.939Z,"43km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-08T11:53:53.150Z,19.4003334,-155.2675018,0.1,2.62,ml,20,80,0.002501,0.28,hv,hv70248157,2018-06-08T11:59:34.240Z,"4km SW of Volcano, Hawaii",earthquake,0.32,0.33,2.34,16,automatic,hv,hv
2018-06-08T11:52:11.380Z,19.4074993,-155.2794952,-0.88,2.5,ml,24,61,0.011,0.33,hv,hv70248152,2018-06-08T11:57:50.740Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.37,1.96,24,automatic,hv,hv
2018-06-08T11:51:15.640Z,19.4126663,-155.298996,0.15,2.35,ml,10,87,0.01109,0.17,hv,hv70248147,2018-06-08T11:56:55.980Z,"6km WSW of Volcano, Hawaii",earthquake,0.39,0.33,0.35,11,automatic,hv,hv
2018-06-08T11:49:15.430Z,19.4063339,-155.2595062,0.49,2.5,ml,25,58,0.005734,0.2,hv,hv70248142,2018-06-08T11:54:56.540Z,"3km SW of Volcano, Hawaii",earthquake,0.31,0.21,0.49,13,automatic,hv,hv
2018-06-08T11:49:04.420Z,19.4066658,-155.290329,0.55,2.48,ml,17,69,0.01242,0.17,hv,hv70248137,2018-06-08T11:54:46.420Z,"6km WSW of Volcano, Hawaii",earthquake,0.23,0.24,2.23,18,automatic,hv,hv
2018-06-08T11:48:44.360Z,19.4311676,-155.2911682,0.06,2.66,ml,8,82,0.01138,0.08,hv,hv70248132,2018-06-08T11:54:25.480Z,"5km W of Volcano, Hawaii",earthquake,0.39,0.55,2.26,18,automatic,hv,hv
2018-06-08T11:47:59.070Z,19.4039993,-155.2883301,-0.34,2.36,ml,18,68,0.01417,0.16,hv,hv70248127,2018-06-08T11:53:39.140Z,"6km WSW of Volcano, Hawaii",earthquake,0.22,0.25,0.28,11,automatic,hv,hv
2018-06-08T11:45:26.180Z,19.3968334,-155.2708282,1.68,2.33,ml,39,42,0.003031,0.17,hv,hv70248122,2018-06-08T11:51:29.070Z,"5km SW of Volcano, Hawaii",earthquake,0.26,0.19,0.39,17,automatic,hv,hv
2018-06-08T11:45:20.150Z,19.4023342,-155.2768402,-0.81,2.47,ml,22,40,0.007558,0.25,hv,hv70248117,2018-06-08T11:51:19.190Z,"5km SW of Volcano, Hawaii",earthquake,0.16,0.23,0.37,21,automatic,hv,hv
2018-06-08T11:42:17.730Z,19.427,-155.2785034,1.02,1.92,ml,20,85,0.002392,0.17,hv,hv70248107,2018-06-08T11:47:58.600Z,"4km W of Volcano, Hawaii",earthquake,0.33,0.19,0.18,6,automatic,hv,hv
2018-06-08T11:39:41.830Z,19.4031658,-155.2725067,0.7,1.95,ml,9,132,0.007831,0.11,hv,hv70248102,2018-06-08T11:45:22.200Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.44,0.27,10,automatic,hv,hv
2018-06-08T11:38:32.860Z,19.4148331,-155.2873383,0.36,2.23,ml,11,181,0.004157,0.22,hv,hv70248097,2018-06-08T11:44:13.410Z,"5km WSW of Volcano, Hawaii",earthquake,0.86,0.25,0.25,4,automatic,hv,hv
2018-06-08T11:37:48.510Z,37.6553333,-118.8356667,1.18,0.27,md,12,140,0.01735,0.04,nc,nc73027286,2018-06-08T18:53:40.626Z,"13km E of Mammoth Lakes, CA",earthquake,0.22,0.54,0.135,10,reviewed,nc,nc
2018-06-08T11:33:41.489Z,59.9017,-141.7636,9.6,3.1,ml,,,,0.87,ak,ak19729869,2018-06-08T11:40:20.284Z,"41km ESE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-08T11:30:36.720Z,19.4220009,-155.2753296,0.83,3.29,ml,51,33,0.003472,0.24,hv,hv70248077,2018-06-08T12:56:51.338Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.16,3.15,33,automatic,hv,hv
2018-06-08T11:28:57.440Z,19.3941669,-155.2720032,2.6,2.84,ml,47,40,0.001955,0.24,hv,hv70248067,2018-06-08T11:34:41.790Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.26,3.21,32,automatic,hv,hv
2018-06-08T11:27:41.610Z,19.4025002,-155.2725067,1.19,1.84,ml,9,219,0.007176,0.16,hv,hv70248062,2018-06-08T11:33:21.660Z,"4km SW of Volcano, Hawaii",earthquake,0.73,0.4,0.43,6,automatic,hv,hv
2018-06-08T11:25:35.440Z,19.4029999,-155.2581635,0.5,2.53,ml,30,46,0.008807,0.26,hv,hv70248057,2018-06-08T11:31:14.250Z,"3km SW of Volcano, Hawaii",earthquake,0.34,0.26,0.48,17,automatic,hv,hv
2018-06-08T11:24:18.582Z,64.4213,-147.2567,11.1,0.6,ml,,,,0.47,ak,ak19729868,2018-06-08T11:27:52.150Z,"20km WSW of Salcha, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-08T11:21:42.479Z,63.1262,-150.0198,76.3,1.4,ml,,,,0.84,ak,ak19729865,2018-06-08T11:27:51.844Z,"61km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-06-08T11:20:53.880Z,19.4168339,-155.2850037,1.05,1.99,md,26,49,0.001188,0.19,hv,hv70248042,2018-06-08T11:24:11.060Z,"5km WSW of Volcano, Hawaii",earthquake,0.28,0.14,0.07,8,automatic,hv,hv
2018-06-08T11:20:49.160Z,19.4153328,-155.2943268,0.4,2.32,ml,23,64,0.006355,0.24,hv,hv70248037,2018-06-08T11:26:31.580Z,"6km WSW of Volcano, Hawaii",earthquake,0.27,0.18,0.33,13,automatic,hv,hv
2018-06-08T11:18:59.460Z,19.4303341,-155.2975006,-0.57,1.98,ml,10,93,0.01107,0.13,hv,hv70248032,2018-06-08T11:24:40.350Z,"6km W of Volcano, Hawaii",earthquake,0.38,0.81,0.16,9,automatic,hv,hv
2018-06-08T11:17:51.960Z,19.3041668,-155.1326599,3.29,2.45,ml,8,347,0.1231,0.27,hv,hv70248027,2018-06-08T11:23:35.710Z,"17km SE of Volcano, Hawaii",earthquake,8.23,23.71,0.25,4,automatic,hv,hv
2018-06-08T11:16:12.900Z,19.4043331,-155.289505,3.41,2.3,ml,22,59,0.01421,0.31,hv,hv70248022,2018-06-08T11:22:01.130Z,"6km WSW of Volcano, Hawaii",earthquake,0.51,0.91,0.26,13,automatic,hv,hv
2018-06-08T11:15:37.830Z,19.3920002,-155.2843323,0.65,2.41,ml,17,78,0.009335,0.17,hv,hv70248017,2018-06-08T11:21:18.190Z,"6km SW of Volcano, Hawaii",earthquake,0.2,0.25,0.26,13,automatic,hv,hv
2018-06-08T11:13:12.460Z,19.4208336,-155.2483368,0.27,2.13,ml,15,151,0.0121,0.19,hv,hv70248007,2018-06-08T11:18:53.410Z,"1km SW of Volcano, Hawaii",earthquake,0.25,0.34,0.45,12,automatic,hv,hv
2018-06-08T11:09:32.530Z,34.07,-117.5096667,4.34,1.05,ml,36,62,0.05977,0.21,ci,ci38193592,2018-06-08T12:51:17.978Z,"6km WSW of Fontana, CA",earthquake,0.3,0.71,0.234,29,reviewed,ci,ci
2018-06-08T11:08:03.690Z,19.4063339,-155.2896729,3.67,2.86,ml,15,160,0.01244,0.25,hv,hv70247982,2018-06-08T11:13:48.430Z,"6km WSW of Volcano, Hawaii",earthquake,1.8,1.47,0.26,6,automatic,hv,hv
2018-06-08T11:07:11.520Z,19.4430008,-155.4880066,2.84,1.85,ml,12,117,0.03565,0.37,hv,hv70247972,2018-06-08T11:12:54.920Z,"26km W of Volcano, Hawaii",earthquake,1.27,2.76,4.38,4,automatic,hv,hv
2018-06-08T11:07:05.360Z,19.4008331,-155.2636719,0.38,2.48,ml,46,36,0.003407,0.3,hv,hv70247977,2018-06-08T11:13:05.410Z,"4km SW of Volcano, Hawaii",earthquake,0.29,0.21,0.51,21,automatic,hv,hv
2018-06-08T11:06:16.070Z,19.4273338,-155.245163,1.78,2.41,ml,7,297,0.0307,0.2,hv,hv70247967,2018-06-08T11:11:58.240Z,"0km WSW of Volcano, Hawaii",earthquake,3.63,0.93,0.27,3,automatic,hv,hv
2018-06-08T11:03:29.570Z,19.3933334,-155.2601624,1.24,2.13,ml,28,50,0.007385,0.3,hv,hv70247962,2018-06-08T11:09:11.750Z,"4km SSW of Volcano, Hawaii",earthquake,0.31,0.36,0.26,7,automatic,hv,hv
2018-06-08T11:02:59.740Z,19.4053326,-155.2623291,0.49,2.23,ml,10,149,0.007107,0.13,hv,hv70247957,2018-06-08T11:08:40.200Z,"3km SW of Volcano, Hawaii",earthquake,0.67,0.35,0.24,13,automatic,hv,hv
2018-06-08T11:02:32.970Z,19.4295006,-155.2856598,0.67,2.02,ml,10,81,0.008964,0.22,hv,hv70247952,2018-06-08T11:08:13.720Z,"5km W of Volcano, Hawaii",earthquake,0.59,0.47,0.26,4,automatic,hv,hv
2018-06-08T10:59:45.810Z,19.427166,-155.2818298,1.55,1.98,ml,16,80,0.004669,0.23,hv,hv70247942,2018-06-08T11:05:30.190Z,"4km W of Volcano, Hawaii",earthquake,0.53,0.28,0.23,10,automatic,hv,hv
2018-06-08T10:58:07.268Z,39.2807,-120.1453,9.1,0.8,ml,18,60.75,0.075,0.1516,nn,nn00638770,2018-06-08T14:01:30.605Z,"6km SSE of Truckee, California",earthquake,,1.2,0.19,9,reviewed,nn,nn
2018-06-08T10:57:03.910Z,19.4095001,-155.272171,1.08,2.44,ml,39,38,0.01189,0.23,hv,hv70247937,2018-06-08T11:02:44.660Z,"4km WSW of Volcano, Hawaii",earthquake,0.31,0.19,0.4,18,automatic,hv,hv
2018-06-08T10:55:35.070Z,19.4230003,-155.2801666,0.59,2.29,ml,11,97,0.003002,0.14,hv,hv70247932,2018-06-08T11:01:18.110Z,"4km W of Volcano, Hawaii",earthquake,0.37,0.15,0.28,6,automatic,hv,hv
2018-06-08T10:54:22.100Z,19.4214993,-155.2716675,-0.37,2,ml,16,125,0.006704,0.2,hv,hv70247927,2018-06-08T11:00:02.810Z,"3km WSW of Volcano, Hawaii",earthquake,0.29,0.3,0.41,12,automatic,hv,hv
2018-06-08T10:52:35.019Z,36.5452,-117.0288,4.4,0.9,ml,22,183.45,0.185,0.138,nn,nn00638765,2018-06-08T18:04:57.976Z,"46km SSW of Beatty, Nevada",earthquake,,2.2,0.32,12,reviewed,nn,nn
2018-06-08T10:51:40.700Z,19.4025002,-155.2598267,0.84,2.49,ml,23,61,0.007228,0.2,hv,hv70247917,2018-06-08T10:57:20.360Z,"3km SW of Volcano, Hawaii",earthquake,0.3,0.28,0.43,9,automatic,hv,hv
2018-06-08T10:50:10.660Z,19.3991661,-155.2669983,0.29,2.5,ml,25,47,0.001295,0.28,hv,hv70247912,2018-06-08T10:55:51.280Z,"4km SW of Volcano, Hawaii",earthquake,0.29,0.33,0.36,13,automatic,hv,hv
2018-06-08T10:48:52.490Z,19.4076672,-155.267334,0.51,1.98,ml,15,129,0.008299,0.23,hv,hv70247902,2018-06-08T10:54:32.270Z,"4km SW of Volcano, Hawaii",earthquake,0.39,0.26,0.2,7,automatic,hv,hv
2018-06-08T10:45:57.310Z,19.3899994,-155.293335,0.48,2.82,ml,44,39,0.000623,0.33,hv,hv70247897,2018-06-08T10:51:38.840Z,"7km SW of Volcano, Hawaii",earthquake,0.24,0.25,3.04,28,automatic,hv,hv
2018-06-08T10:45:47.010Z,19.3924999,-155.269165,0.24,2.77,ml,25,52,0.0051,0.26,hv,hv70247892,2018-06-08T10:51:27.830Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.35,2.55,27,automatic,hv,hv
2018-06-08T10:45:22.459Z,60.9731,-147.8142,10.8,1.9,ml,,,,0.5,ak,ak19729862,2018-06-08T10:53:10.750Z,"52km ENE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-08T10:40:00.680Z,19.4090004,-155.2686615,1.53,2.25,ml,28,48,0.008842,0.16,hv,hv70247882,2018-06-08T10:45:44.340Z,"4km SW of Volcano, Hawaii",earthquake,0.27,0.18,0.27,13,automatic,hv,hv
2018-06-08T10:39:24.800Z,19.4051666,-155.2708282,2.48,2.25,ml,15,77,0.008243,0.11,hv,hv70247877,2018-06-08T10:45:04.410Z,"4km SW of Volcano, Hawaii",earthquake,0.4,0.46,0.27,13,automatic,hv,hv
2018-06-08T10:38:02.530Z,37.6048333,-118.9593333,0.44,0.05,md,12,186,0.01226,0.03,nc,nc73027271,2018-06-08T17:43:31.390Z,"4km SSE of Mammoth Lakes, CA",earthquake,0.74,0.79,0.137,10,reviewed,nc,nc
2018-06-08T10:36:44.910Z,19.5491657,-155.4471741,4.62,2.64,ml,9,335,0.1847,0.2,hv,hv70247857,2018-06-08T10:42:25.020Z,"25km WNW of Volcano, Hawaii",earthquake,16.01,18.32,0.35,9,automatic,hv,hv
2018-06-08T10:35:07.420Z,18.3621,-67.3038,12,2.3,md,7,268,0.2196,0.32,pr,pr2018159007,2018-06-08T12:45:52.207Z,"6km WNW of Rincon, Puerto Rico",earthquake,1.78,1.12,0.37,7,reviewed,pr,pr
2018-06-08T10:34:52.590Z,19.3896675,-155.2899933,0.18,2.18,ml,17,83,0.003792,0.2,hv,hv70247852,2018-06-08T10:40:35.050Z,"7km SW of Volcano, Hawaii",earthquake,0.22,0.32,0.24,11,automatic,hv,hv
2018-06-08T10:30:58.200Z,19.4134998,-155.281662,-1.11,2.59,ml,13,90,0.004736,0.34,hv,hv70247837,2018-06-08T10:36:37.370Z,"4km WSW of Volcano, Hawaii",earthquake,0.54,0.85,0.41,15,automatic,hv,hv
2018-06-08T10:30:56.980Z,19.4211674,-155.2791595,1.25,2.47,ml,40,41,0.003872,0.25,hv,hv70247847,2018-06-08T10:36:55.550Z,"4km WSW of Volcano, Hawaii",earthquake,0.33,0.22,0.42,19,automatic,hv,hv
2018-06-08T10:30:37.560Z,19.421833,-155.2701721,0.55,2.53,ml,9,141,0.005722,0.13,hv,hv70247832,2018-06-08T10:36:19.690Z,"3km WSW of Volcano, Hawaii",earthquake,0.74,0.22,0.43,18,automatic,hv,hv
2018-06-08T10:30:06.270Z,38.8136673,-122.8186646,2.36,1.37,md,20,67,0.01181,0.04,nc,nc73027261,2018-06-08T12:58:01.768Z,"7km NW of The Geysers, CA",earthquake,0.25,0.52,0.1,4,automatic,nc,nc
2018-06-08T10:29:20.190Z,19.4133339,-155.2850037,1.03,2.18,ml,22,44,0.00439,0.23,hv,hv70247827,2018-06-08T10:35:02.210Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.22,0.2,7,automatic,hv,hv
2018-06-08T10:25:33.730Z,37.6575,-118.8293333,2.7,0.81,md,18,117,0.02019,0.06,nc,nc73027256,2018-06-08T18:49:09.877Z,"13km E of Mammoth Lakes, CA",earthquake,0.48,0.57,0.19,16,reviewed,nc,nc
2018-06-08T10:25:03.320Z,19.4193325,-155.2693329,1.18,2.12,ml,24,42,0.007861,0.22,hv,hv70247817,2018-06-08T10:30:47.200Z,"3km WSW of Volcano, Hawaii",earthquake,0.31,0.18,0.27,10,automatic,hv,hv
2018-06-08T10:23:34.900Z,19.3981667,-155.253006,-1.08,2.1,ml,8,123,0.0123,0.23,hv,hv70247812,2018-06-08T10:29:15.770Z,"3km SSW of Volcano, Hawaii",earthquake,0.25,0.75,0.41,7,automatic,hv,hv
2018-06-08T10:22:58.937Z,36.7518,-115.971,0,-0.1,ml,11,176.02,0.026,0.1534,nn,nn00638760,2018-06-08T17:52:32.653Z,"60km N of Pahrump, Nevada",earthquake,,0,0.22,4,reviewed,nn,nn
2018-06-08T10:22:52.594Z,62.8418,-148.2081,59.5,1.8,ml,,,,0.44,ak,ak19729855,2018-06-08T10:31:04.616Z,"71km SSE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-06-08T10:20:54.430Z,38.8154984,-122.821167,2.29,1.22,md,24,66,0.009111,0.05,nc,nc73027251,2018-06-08T12:31:01.600Z,"7km NW of The Geysers, CA",earthquake,0.25,0.45,0.17,5,automatic,nc,nc
2018-06-08T10:19:10.730Z,19.4109993,-155.2786713,0.87,3.45,ml,56,28,0.008376,0.27,hv,hv70247802,2018-06-08T13:11:11.240Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.18,3.34,35,automatic,hv,hv
2018-06-08T10:18:00.390Z,19.4053326,-155.2623291,-0.5,2.7,ml,34,46,0.007107,0.24,hv,hv70247797,2018-06-08T10:23:38.320Z,"3km SW of Volcano, Hawaii",earthquake,0.19,0.17,2.93,30,automatic,hv,hv
2018-06-08T10:17:44.690Z,19.2649994,-155.3408356,-1.09,2.96,ml,7,244,0.04426,0.15,hv,hv70247792,2018-06-08T10:23:22.880Z,"16km ENE of Pahala, Hawaii",earthquake,1.09,0.74,2.71,27,automatic,hv,hv
2018-06-08T10:11:49.440Z,19.3938332,-155.2779999,0.6,3.27,ml,57,42,0.004387,0.33,hv,hv70247782,2018-06-08T10:17:29.270Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.23,2.92,38,automatic,hv,hv
2018-06-08T10:10:53.090Z,19.4211674,-155.2794952,1.08,2.53,ml,17,69,0.004004,0.15,hv,hv70247777,2018-06-08T10:16:34.290Z,"4km WSW of Volcano, Hawaii",earthquake,0.36,0.15,0.25,4,automatic,hv,hv
2018-06-08T10:10:40.230Z,33.8238333,-117.0005,11.65,1,ml,33,56,0.09871,0.18,ci,ci38193576,2018-06-08T12:51:33.707Z,"6km NW of San Jacinto, CA",earthquake,0.22,0.62,0.148,26,reviewed,ci,ci
2018-06-08T10:09:26.820Z,19.392334,-155.2745056,0.65,2.99,ml,19,79,0.003126,0.25,hv,hv70247772,2018-06-08T10:15:07.740Z,"5km SW of Volcano, Hawaii",earthquake,0.37,0.26,0.39,13,automatic,hv,hv
2018-06-08T10:08:19.800Z,40.4073334,-122.0483322,1.61,1.53,md,5,127,0.1299,0.08,nc,nc73027246,2018-06-08T12:04:01.456Z,"16km W of Manton, CA",earthquake,1.05,7.83,0.16,4,automatic,nc,nc
2018-06-08T10:08:17.990Z,19.4076672,-155.2584991,-1.09,2.47,ml,10,103,0.02306,0.3,hv,hv70247767,2018-06-08T10:14:06.120Z,"3km SW of Volcano, Hawaii",earthquake,0.56,0.67,0.3,11,automatic,hv,hv
2018-06-08T10:08:17.110Z,19.4001675,-155.279007,0.79,2.62,ml,29,54,0.006959,0.22,hv,hv70247762,2018-06-08T10:14:00.010Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.27,0.31,14,automatic,hv,hv
2018-06-08T10:06:32.200Z,19.4095001,-155.2801666,0.83,2.41,ml,31,29,0.008927,0.2,hv,hv70247757,2018-06-08T10:12:14.340Z,"5km WSW of Volcano, Hawaii",earthquake,0.25,0.17,0.34,20,automatic,hv,hv
2018-06-08T10:03:40.750Z,19.4003334,-155.3336639,6.11,2.54,ml,10,193,0.04506,0.12,hv,hv70247742,2018-06-08T10:09:21.560Z,"10km WSW of Volcano, Hawaii",earthquake,1.16,1.7,0.2,5,automatic,hv,hv
2018-06-08T10:01:00.990Z,19.4039993,-155.2940063,0.68,2.5,ml,21,60,0.01392,0.31,hv,hv70247737,2018-06-08T10:06:42.190Z,"6km WSW of Volcano, Hawaii",earthquake,0.44,0.37,0.38,8,automatic,hv,hv
2018-06-08T10:00:45.420Z,19.3998337,-155.2583313,-0.97,2.4,ml,12,85,0.007439,0.33,hv,hv70247732,2018-06-08T10:06:26.160Z,"4km SSW of Volcano, Hawaii",earthquake,0.41,0.49,0.55,11,automatic,hv,hv
2018-06-08T09:56:40.230Z,19.4086666,-155.2720032,0.41,2.78,ml,40,35,0.0118,0.23,hv,hv70247727,2018-06-08T10:02:20.610Z,"4km SW of Volcano, Hawaii",earthquake,0.27,0.18,2.9,30,automatic,hv,hv
2018-06-08T09:56:31.170Z,19.4171658,-155.2991638,0.33,2.81,ml,15,88,0.008448,0.21,hv,hv70247722,2018-06-08T10:02:11.370Z,"6km WSW of Volcano, Hawaii",earthquake,0.53,0.29,2.95,30,automatic,hv,hv
2018-06-08T09:54:11.541Z,37.0164,-116.2889,9,1.1,ml,28,46.63,0.098,0.1533,nn,nn00638752,2018-06-08T14:29:24.825Z,"43km ENE of Beatty, Nevada",earthquake,,1.2,0.45,18,reviewed,nn,nn
2018-06-08T09:53:11.250Z,19.3994999,-155.2651672,0.18,2.34,ml,30,48,0.001494,0.25,hv,hv70247717,2018-06-08T09:58:52.020Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.24,0.57,20,automatic,hv,hv
2018-06-08T09:50:49.090Z,33.5226667,-116.7901667,5.22,0.2,ml,19,69,0.06137,0.19,ci,ci38193568,2018-06-08T12:51:54.732Z,"11km NE of Aguanga, CA",earthquake,0.38,1.55,0.097,8,reviewed,ci,ci
2018-06-08T09:49:59.410Z,19.4203339,-155.2765045,1.6,1.97,ml,12,139,0.004519,0.2,hv,hv70247707,2018-06-08T09:55:40.930Z,"4km WSW of Volcano, Hawaii",earthquake,0.44,0.34,0.19,9,automatic,hv,hv
2018-06-08T09:49:08.460Z,19.4173336,-155.2628326,1.04,1.83,ml,16,118,0.005918,0.1,hv,hv70247702,2018-06-08T09:54:50.250Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.16,0.34,8,automatic,hv,hv
2018-06-08T09:48:54.160Z,19.4001675,-155.2731628,2.01,1.97,ml,10,195,0.004796,0.12,hv,hv70247697,2018-06-08T09:54:35.060Z,"5km SW of Volcano, Hawaii",earthquake,0.77,0.56,0.41,10,automatic,hv,hv
2018-06-08T09:47:30.230Z,19.4220009,-155.2658386,2.01,1.78,md,7,126,0.004737,0.13,hv,hv70247692,2018-06-08T09:50:23.650Z,"3km WSW of Volcano, Hawaii",earthquake,1.03,0.35,0.12,6,automatic,hv,hv
2018-06-08T09:43:14.570Z,19.4344997,-155.2655029,1.17,2.24,ml,13,130,0.007664,0.21,hv,hv70247682,2018-06-08T09:48:54.040Z,"2km W of Volcano, Hawaii",earthquake,0.51,0.47,0.18,6,automatic,hv,hv
2018-06-08T09:42:00.430Z,19.3858337,-155.3063354,0.32,2.19,ml,13,146,0.01237,0.39,hv,hv70247677,2018-06-08T09:47:41.820Z,"8km SW of Volcano, Hawaii",earthquake,0.74,0.56,0.29,10,automatic,hv,hv
